time (EST),btc,dot,eth,matic,sol,uni
2024-04-09 15:00:00,68687.24,8.808,3493.12,0.9019,173.82,11.157
2024-04-10 03:00:00,69450.0,8.566,3546.11,0.8942,173.06,11.23
2024-04-10 15:00:00,69372.97,8.267,3496.96,0.8747,169.04,9.97
2024-04-11 03:00:00,70885.0,8.457,3579.53,0.8908,175.0,9.42
2024-04-11 15:00:00,70147.83,8.28,3504.63,0.8746,175.26,8.978
2024-04-12 03:00:00,70806.95,8.41,3533.59,0.8839,174.2,9.096
2024-04-12 15:00:00,66589.19,6.907,3219.75,0.7468,151.92,7.75
2024-04-13 03:00:00,67392.14,7.312,3258.01,0.77,152.57,7.881
2024-04-13 15:00:00,67050.0,6.829,3219.91,0.7154,142.19,7.377
2024-04-14 03:00:00,64693.78,6.68,3082.25,0.6901,142.03,7.178
2024-04-14 15:00:00,64119.8,6.62,3073.44,0.6873,141.61,7.251
2024-04-15 03:00:00,66375.8,7.094,3235.11,0.7401,154.49,7.871
2024-04-15 15:00:00,63049.61,6.577,3071.76,0.6986,136.95,7.169
2024-04-16 03:00:00,63198.75,6.723,3087.63,0.7137,136.27,7.237
2024-04-16 15:00:00,62900.46,6.619,3065.73,0.6922,133.2,7.089
2024-04-17 03:00:00,63540.51,6.631,3078.86,0.6968,139.09,7.08
2024-04-17 15:00:00,61162.34,6.606,3009.68,0.6766,133.72,6.966
2024-04-18 03:00:00,61236.95,6.544,2982.7,0.6636,131.04,6.93
2024-04-18 15:00:00,63185.38,6.725,3054.86,0.6716,139.71,7.193
2024-04-19 03:00:00,64312.31,6.758,3089.17,0.6746,143.78,7.439
2024-04-19 15:00:00,64359.18,6.778,3085.67,0.6775,145.72,7.569
2024-04-20 03:00:00,64057.41,6.813,3064.39,0.6844,143.47,7.573
2024-04-20 15:00:00,64838.39,7.158,3132.88,0.7283,150.09,7.772
2024-04-21 03:00:00,65043.25,7.189,3180.21,0.7348,151.22,7.83
2024-04-21 15:00:00,64714.64,7.09,3149.27,0.7112,148.68,7.686
2024-04-22 03:00:00,66162.82,7.453,3215.64,0.7371,154.09,7.99
2024-04-22 15:00:00,66399.71,7.454,3195.36,0.7396,154.55,8.069
2024-04-23 03:00:00,66322.52,7.392,3171.46,0.7295,154.04,8.117
2024-04-23 15:00:00,66702.58,7.37,3223.32,0.7338,158.57,8.012
2024-04-24 03:00:00,66834.26,7.437,3257.96,0.753,158.43,8.131
2024-04-24 15:00:00,64189.02,7.04,3134.28,0.7125,149.36,7.766
2024-04-25 03:00:00,64337.96,6.943,3156.34,0.7115,147.58,7.784
2024-04-25 15:00:00,64624.02,6.933,3163.71,0.7218,147.93,7.973
2024-04-26 03:00:00,64297.23,6.841,3131.94,0.7151,143.09,7.778
2024-04-26 15:00:00,63930.46,6.854,3145.47,0.7109,143.74,7.663
2024-04-27 03:00:00,63063.76,6.705,3126.99,0.6997,136.68,7.736
2024-04-27 15:00:00,63307.59,6.769,3245.35,0.7219,141.41,7.934
2024-04-28 03:00:00,64009.04,6.943,3330.5,0.7427,144.13,8.058
2024-04-28 15:00:00,63831.94,6.898,3333.78,0.7411,143.31,8.003
2024-04-29 03:00:00,62148.64,6.577,3183.56,0.7046,135.13,7.607
2024-04-29 15:00:00,62617.82,6.541,3169.67,0.6938,134.97,7.633
2024-04-30 03:00:00,63415.04,6.6,3172.89,0.6983,136.12,7.678
2024-04-30 15:00:00,59931.24,6.113,2949.87,0.6552,122.88,6.968
2024-05-01 03:00:00,58484.27,6.356,2898.39,0.6496,121.25,6.806
2024-05-01 15:00:00,58518.13,6.842,2969.43,0.6868,131.93,7.029
2024-05-02 03:00:00,57728.56,6.851,2925.61,0.6936,131.54,6.969
2024-05-02 15:00:00,59108.35,7.197,2983.31,0.7167,137.26,7.103
2024-05-03 03:00:00,59424.22,7.172,2990.39,0.72,139.0,7.041
2024-05-03 15:00:00,61657.55,7.232,3066.23,0.7304,141.38,7.411
2024-05-04 03:00:00,62938.72,7.152,3104.97,0.7262,144.04,7.533
2024-05-04 15:00:00,63589.2,7.162,3121.31,0.7308,146.69,7.543
2024-05-05 03:00:00,63495.94,7.074,3098.69,0.722,144.96,7.437
2024-05-05 15:00:00,63969.09,7.278,3141.12,0.7334,146.49,7.519
2024-05-06 03:00:00,64208.04,7.37,3172.92,0.7429,148.16,7.705
2024-05-06 15:00:00,63012.86,7.162,3058.31,0.7128,151.75,7.503
2024-05-07 03:00:00,63668.0,7.141,3074.81,0.7024,154.8,7.507
2024-05-07 15:00:00,63153.98,7.152,3049.07,0.7052,151.16,7.512
2024-05-08 03:00:00,62339.44,7.039,3007.18,0.682,147.08,7.32
2024-05-08 15:00:00,62267.06,7.053,3002.52,0.6877,146.23,7.391
2024-05-09 03:00:00,61552.25,6.98,2996.12,0.6861,144.75,7.337
2024-05-09 15:00:00,62199.83,6.994,3013.3,0.6887,147.96,7.403
2024-05-10 03:00:00,63082.29,7.087,3043.71,0.6989,154.54,7.525
2024-05-10 15:00:00,60712.16,6.828,2906.57,0.6717,148.07,7.124
2024-05-11 03:00:00,60884.17,6.767,2917.54,0.6817,145.42,7.124
2024-05-11 15:00:00,61109.07,6.725,2928.35,0.6828,146.09,7.097
2024-05-12 03:00:00,60937.97,6.7,2918.36,0.6779,146.44,7.11
2024-05-12 15:00:00,61290.84,6.679,2923.18,0.6747,145.06,7.053
2024-05-13 03:00:00,61509.2,6.645,2923.41,0.6661,141.43,7.027
2024-05-13 15:00:00,62950.01,6.713,2949.04,0.6676,148.28,7.042
2024-05-14 03:00:00,61851.08,6.588,2914.07,0.6585,146.11,6.911
2024-05-14 15:00:00,61415.96,6.549,2889.1,0.656,143.87,6.837
2024-05-15 03:00:00,61903.38,6.497,2903.36,0.6505,143.45,6.863
2024-05-15 15:00:00,65676.34,6.94,3001.77,0.6819,153.94,7.336
2024-05-16 03:00:00,66087.52,6.966,3020.53,0.6908,162.48,7.427
2024-05-16 15:00:00,65304.4,6.951,2948.45,0.6884,160.21,7.243
2024-05-17 03:00:00,66332.75,7.225,3003.05,0.7058,168.5,7.436
2024-05-17 15:00:00,66738.06,7.219,3082.58,0.7153,167.83,7.549
2024-05-18 03:00:00,66923.83,7.201,3099.2,0.7157,172.76,7.557
2024-05-18 15:00:00,66850.1,7.18,3114.79,0.7132,171.94,7.966
2024-05-19 03:00:00,67066.0,7.085,3109.31,0.704,173.32,7.923
2024-05-19 15:00:00,66256.83,6.96,3067.65,0.6871,169.62,7.744
2024-05-20 03:00:00,66669.94,6.953,3085.74,0.6848,177.19,7.723
2024-05-20 15:00:00,68770.52,7.162,3148.99,0.6982,180.13,7.785
2024-05-21 03:00:00,71024.44,7.514,3653.17,0.7411,180.54,9.246
2024-05-21 15:00:00,69892.33,7.59,3730.14,0.7268,177.07,9.382
2024-05-22 03:00:00,69798.09,7.638,3761.05,0.7286,180.82,9.596
2024-05-22 15:00:00,69552.48,7.463,3727.01,0.7191,178.26,9.12
2024-05-23 03:00:00,69467.93,7.545,3787.09,0.7338,176.88,9.597
2024-05-23 15:00:00,67280.88,7.084,3760.78,0.7177,171.25,9.107
2024-05-24 03:00:00,67073.19,7.048,3679.5,0.7141,166.6,9.045
2024-05-24 15:00:00,68830.06,7.24,3726.85,0.7214,167.96,9.454
2024-05-25 03:00:00,68649.02,7.293,3748.0,0.7279,168.79,10.92
2024-05-25 15:00:00,69143.69,7.371,3762.54,0.73,167.6,11.294
2024-05-26 03:00:00,69107.1,7.405,3764.52,0.725,166.18,11.194
2024-05-26 15:00:00,68836.22,7.519,3856.1,0.7192,161.97,11.48
2024-05-27 03:00:00,68369.05,7.407,3903.78,0.7167,164.5,11.155
2024-05-27 15:00:00,69819.2,7.62,3907.37,0.7456,169.64,11.155
2024-05-28 03:00:00,67874.62,7.344,3847.61,0.7281,166.37,10.955
2024-05-28 15:00:00,68144.23,7.382,3808.69,0.731,168.92,11.05
2024-05-29 03:00:00,68284.06,7.445,3844.0,0.7327,172.07,10.905
2024-05-29 15:00:00,67459.32,7.216,3763.0,0.7211,170.26,10.559
2024-05-30 03:00:00,67849.25,7.038,3740.86,0.7018,165.69,10.498
2024-05-30 15:00:00,69224.24,7.097,3805.49,0.7085,170.25,10.982
2024-05-31 03:00:00,68320.96,6.982,3744.15,0.6945,166.2,10.672
2024-05-31 15:00:00,67354.3,6.966,3778.92,0.6982,165.99,10.166
2024-06-01 03:00:00,67604.87,7.014,3783.64,0.6954,166.89,10.032
2024-06-01 15:00:00,67663.2,7.065,3797.46,0.6932,167.15,9.877
2024-06-02 03:00:00,67751.71,7.076,3808.36,0.7028,165.62,9.859
2024-06-02 15:00:00,67620.68,6.969,3768.7,0.6891,162.68,9.45
2024-06-03 03:00:00,69065.93,7.146,3822.0,0.7096,165.2,9.714
2024-06-03 15:00:00,69101.61,7.109,3774.11,0.706,165.93,9.609
2024-06-04 03:00:00,69039.27,7.015,3770.63,0.7032,165.84,9.511
2024-06-04 15:00:00,70576.54,7.193,3802.7,0.7147,169.15,11.614
2024-06-05 03:00:00,71139.45,7.252,3807.7,0.7183,173.55,11.244
2024-06-05 15:00:00,70929.68,7.22,3840.45,0.7198,172.67,11.135
2024-06-06 03:00:00,70928.45,7.161,3846.77,0.7169,171.94,10.729
2024-06-06 15:00:00,70874.37,7.177,3818.68,0.7295,170.14,10.598
