time (EST),btc,dot,eth,matic,sol,uni
2023-10-17 14:00:00,28469.79,3.677,1568.51,0.5195,24.06,3.879
2023-10-18 02:00:00,28725.25,3.684,1574.8,0.523,24.2,3.89
2023-10-18 14:00:00,28362.83,3.673,1571.38,0.5134,23.63,3.942
2023-10-19 02:00:00,28318.48,3.613,1551.51,0.5088,23.75,3.912
2023-10-19 14:00:00,28616.95,3.634,1564.45,0.5143,25.03,3.91
2023-10-20 02:00:00,29215.75,3.716,1582.49,0.5232,26.22,3.998
2023-10-20 14:00:00,29502.27,3.705,1608.08,0.5358,26.9,4.001
2023-10-21 02:00:00,29612.76,3.74,1600.14,0.5399,26.9,3.99
2023-10-21 14:00:00,30011.13,3.916,1630.52,0.5687,29.27,4.114
2023-10-22 02:00:00,30155.3,3.92,1644.69,0.58,29.54,4.235
2023-10-22 14:00:00,29928.28,3.889,1636.71,0.5923,28.73,4.156
2023-10-23 02:00:00,30885.76,4.028,1695.9,0.6278,30.97,4.311
2023-10-23 14:00:00,31127.79,4.154,1697.65,0.6099,29.55,4.318
2023-10-24 02:00:00,34050.0,4.303,1815.4,0.6412,31.13,4.349
2023-10-24 14:00:00,33680.53,4.159,1770.18,0.6221,30.5,4.167
2023-10-25 02:00:00,34114.04,4.227,1786.65,0.6342,31.79,4.255
2023-10-25 14:00:00,34654.11,4.292,1790.58,0.635,33.01,4.244
2023-10-26 02:00:00,34511.13,4.267,1796.28,0.638,32.27,4.215
2023-10-26 14:00:00,34024.62,4.229,1786.51,0.6282,31.4,4.091
2023-10-27 02:00:00,34152.7,4.182,1795.55,0.6265,32.56,4.099
2023-10-27 14:00:00,33562.25,4.075,1759.97,0.6052,31.73,4.001
2023-10-28 02:00:00,34123.43,4.181,1789.62,0.622,32.36,4.103
2023-10-28 14:00:00,34098.28,4.164,1783.04,0.6216,31.68,4.095
2023-10-29 02:00:00,34064.53,4.166,1778.59,0.621,32.05,4.097
2023-10-29 14:00:00,34695.54,4.296,1800.44,0.6402,32.97,4.184
2023-10-30 02:00:00,34234.53,4.245,1781.45,0.6276,32.51,4.113
2023-10-30 14:00:00,34372.96,4.325,1800.5,0.6396,34.9,4.149
2023-10-31 02:00:00,34355.01,4.529,1804.89,0.6456,36.4,4.192
2023-10-31 14:00:00,34394.65,4.435,1801.64,0.628,36.15,4.09
2023-11-01 02:00:00,34386.61,4.364,1802.22,0.6238,38.06,4.074
2023-11-01 14:00:00,34549.35,4.464,1816.76,0.6382,43.92,4.47
2023-11-02 02:00:00,35159.16,4.638,1838.34,0.6643,42.05,4.591
2023-11-02 14:00:00,34841.71,4.662,1804.64,0.655,40.01,4.626
2023-11-03 02:00:00,34523.18,4.548,1798.67,0.6612,38.95,4.643
2023-11-03 14:00:00,34429.02,4.57,1807.15,0.6566,38.66,4.59
2023-11-04 02:00:00,34895.49,4.664,1835.04,0.6685,41.28,4.754
2023-11-04 14:00:00,34777.24,4.657,1839.4,0.6685,41.32,4.68
2023-11-05 02:00:00,35072.08,4.772,1880.03,0.6796,41.51,4.81
2023-11-05 14:00:00,35123.36,4.834,1897.94,0.6968,41.0,4.816
2023-11-06 02:00:00,34885.41,4.749,1879.34,0.7008,40.36,4.74
2023-11-06 14:00:00,34959.41,4.88,1894.65,0.7132,40.16,5.061
2023-11-07 02:00:00,34954.61,5.001,1895.49,0.7313,41.48,5.023
2023-11-07 14:00:00,35440.86,4.921,1895.1,0.7259,44.0,4.959
2023-11-08 02:00:00,35243.55,4.912,1877.4,0.7649,43.59,4.977
2023-11-08 14:00:00,35710.26,5.041,1901.81,0.8029,43.52,5.232
2023-11-09 02:00:00,36680.18,5.126,1923.17,0.8291,44.18,5.274
2023-11-09 14:00:00,36271.1,4.863,2002.46,0.8028,44.24,4.856
2023-11-10 02:00:00,36626.1,5.093,2106.76,0.8284,47.59,5.172
2023-11-10 14:00:00,37396.7,5.172,2096.78,0.8392,54.25,5.231
2023-11-11 02:00:00,37078.84,5.234,2058.74,0.8145,55.25,5.397
2023-11-11 14:00:00,37103.1,5.549,2076.68,0.8223,59.04,5.492
2023-11-12 02:00:00,37153.34,5.694,2056.25,0.8238,60.19,5.43
2023-11-12 14:00:00,37146.15,5.719,2052.35,0.8862,57.21,5.39
2023-11-13 02:00:00,37040.06,5.7,2045.36,0.8959,58.88,5.393
2023-11-13 14:00:00,36788.48,5.501,2091.93,0.9128,54.0,5.476
2023-11-14 02:00:00,36655.04,5.446,2057.45,0.9274,54.49,5.253
2023-11-14 14:00:00,35364.61,5.142,1974.22,0.8722,54.67,4.944
2023-11-15 02:00:00,35632.76,5.277,1983.44,0.9575,58.03,5.238
2023-11-15 14:00:00,37423.66,5.552,2038.54,0.9129,62.66,5.327
2023-11-16 02:00:00,37547.24,5.686,2060.63,0.9407,67.51,5.52
2023-11-16 14:00:00,36035.56,5.368,1967.7,0.8571,61.0,5.206
2023-11-17 02:00:00,36294.18,5.421,1979.33,0.8577,58.86,5.279
2023-11-17 14:00:00,36521.62,5.255,1945.26,0.8266,58.02,5.026
2023-11-18 02:00:00,36290.87,5.048,1927.91,0.7862,55.47,4.865
2023-11-18 14:00:00,36723.9,5.263,1967.49,0.8287,59.01,5.09
2023-11-19 02:00:00,36655.64,5.302,1965.52,0.8415,60.49,5.123
2023-11-19 14:00:00,36812.7,5.422,1976.75,0.8431,60.54,5.148
2023-11-20 02:00:00,37158.31,5.444,2006.82,0.8446,59.65,5.197
2023-11-20 14:00:00,37543.27,5.353,2038.09,0.8182,56.99,5.223
2023-11-21 02:00:00,37318.45,5.227,2011.81,0.7997,55.82,5.152
2023-11-21 14:00:00,36881.61,4.997,1975.32,0.745,53.76,4.944
2023-11-22 02:00:00,36503.99,5.054,1993.79,0.7567,54.55,5.284
2023-11-22 14:00:00,37316.56,5.242,2074.18,0.775,57.05,5.946
2023-11-23 02:00:00,37378.52,5.175,2066.97,0.7764,58.39,6.086
2023-11-23 14:00:00,37247.28,5.112,2059.46,0.7731,56.29,6.311
2023-11-24 02:00:00,37377.98,5.186,2066.79,0.7766,56.93,6.23
2023-11-24 14:00:00,37731.12,5.218,2088.38,0.7658,57.35,6.115
2023-11-25 02:00:00,37777.09,5.297,2085.72,0.7681,58.73,6.184
2023-11-25 14:00:00,37828.58,5.345,2083.59,0.7761,59.14,6.187
2023-11-26 02:00:00,37781.72,5.36,2088.21,0.7802,58.39,6.144
2023-11-26 14:00:00,37311.8,5.26,2052.95,0.7569,56.92,6.104
2023-11-27 02:00:00,37336.4,5.277,2047.2,0.7544,56.53,6.007
2023-11-27 14:00:00,36990.17,5.098,2006.92,0.7377,54.35,6.103
2023-11-28 02:00:00,37042.94,5.178,2008.79,0.7337,54.93,6.196
2023-11-28 14:00:00,38167.36,5.293,2060.81,0.7534,57.91,6.198
2023-11-29 02:00:00,38148.91,5.307,2061.67,0.7563,59.56,6.296
2023-11-29 14:00:00,37896.66,5.185,2040.37,0.7636,60.2,6.115
2023-11-30 02:00:00,37889.12,5.17,2038.24,0.76,60.18,5.904
2023-11-30 14:00:00,37713.0,5.443,2038.5,0.7676,59.53,5.905
2023-12-01 02:00:00,38314.04,5.48,2103.24,0.7785,61.13,6.05
2023-12-01 14:00:00,38725.45,5.466,2091.4,0.7955,60.69,6.038
2023-12-02 02:00:00,38791.41,5.497,2104.11,0.807,62.47,6.055
2023-12-02 14:00:00,39424.64,5.53,2168.17,0.8176,62.56,6.148
2023-12-03 02:00:00,39418.26,5.522,2157.58,0.8119,63.7,6.107
2023-12-03 14:00:00,39541.97,5.448,2163.73,0.8049,62.5,5.991
2023-12-04 02:00:00,41442.07,5.694,2251.01,0.8353,64.03,6.208
2023-12-04 14:00:00,41822.28,5.527,2223.43,0.7954,60.5,6.014
2023-12-05 02:00:00,41603.59,5.58,2218.53,0.7955,59.63,6.099
2023-12-05 14:00:00,43804.57,5.778,2275.82,0.81,61.2,6.247
2023-12-06 02:00:00,43565.48,5.885,2269.51,0.8175,63.19,6.09
2023-12-06 14:00:00,43975.99,6.105,2270.08,0.8373,63.38,6.117
2023-12-07 02:00:00,43944.52,6.139,2263.85,0.8404,63.61,6.189
2023-12-07 14:00:00,43245.67,6.195,2337.61,0.8406,65.45,6.189
2023-12-08 02:00:00,43349.26,6.26,2370.74,0.8609,72.09,6.356
2023-12-08 14:00:00,43853.03,6.623,2350.77,0.8949,72.55,6.412
2023-12-09 02:00:00,44232.63,7.49,2381.63,0.9266,76.47,6.744
2023-12-09 14:00:00,43994.56,7.277,2361.2,0.8994,74.1,6.765
2023-12-10 02:00:00,43915.79,7.234,2349.29,0.9031,72.4,6.723
2023-12-10 14:00:00,43827.28,7.181,2358.37,0.9085,73.32,6.536
2023-12-11 02:00:00,42242.23,6.787,2247.0,0.8596,69.57,6.261
2023-12-11 14:00:00,40808.9,6.47,2183.4,0.8253,69.49,6.014
2023-12-12 02:00:00,41764.51,6.952,2226.79,0.8614,71.06,6.216
2023-12-12 14:00:00,41239.57,7.148,2185.23,0.87,67.8,6.202
2023-12-13 02:00:00,41071.99,6.754,2167.88,0.8417,65.09,6.037
2023-12-13 14:00:00,42387.65,7.118,2234.2,0.8806,69.04,6.22
2023-12-14 02:00:00,42832.86,7.369,2276.02,0.8841,71.44,6.315
2023-12-14 14:00:00,42822.69,7.352,2285.85,0.8678,73.11,6.302
2023-12-15 02:00:00,42637.57,7.241,2260.36,0.8619,75.45,6.178
2023-12-15 14:00:00,42053.43,7.148,2243.91,0.8588,76.18,6.132
2023-12-16 02:00:00,42240.72,7.102,2244.16,0.8508,74.14,6.154
2023-12-16 14:00:00,42382.94,7.11,2236.09,0.8528,74.46,6.157
2023-12-17 02:00:00,41983.03,7.073,2214.8,0.8372,73.07,6.14
2023-12-17 14:00:00,42123.95,6.928,2233.54,0.837,74.53,6.223
2023-12-18 02:00:00,41192.11,6.725,2180.07,0.7971,69.94,5.948
2023-12-18 14:00:00,41656.03,6.714,2171.8,0.7815,72.4,5.81
2023-12-19 02:00:00,42995.76,6.936,2246.31,0.806,75.92,6.002
2023-12-19 14:00:00,42138.52,6.737,2171.5,0.7595,72.97,5.848
2023-12-20 02:00:00,42898.57,6.838,2205.23,0.7753,75.79,5.929
2023-12-20 14:00:00,44086.92,7.012,2217.22,0.7765,82.43,6.009
2023-12-21 02:00:00,43851.28,7.399,2216.83,0.7786,85.93,5.942
2023-12-21 14:00:00,43615.9,8.203,2231.05,0.7978,92.26,6.004
2023-12-22 02:00:00,43959.53,8.024,2277.04,0.8261,94.82,6.177
2023-12-22 14:00:00,43805.1,8.059,2320.43,0.8606,97.58,6.422
2023-12-23 02:00:00,43654.35,7.735,2293.97,0.8403,96.04,6.187
2023-12-23 14:00:00,43757.05,7.968,2301.23,0.8518,102.07,6.253
2023-12-24 02:00:00,43622.2,8.452,2294.1,0.8442,113.6,6.595
2023-12-24 14:00:00,43705.22,8.883,2294.55,0.88,116.0,7.019
2023-12-25 02:00:00,43196.4,9.291,2280.94,0.8639,112.59,6.823
2023-12-25 14:00:00,43484.63,9.238,2275.81,0.9073,123.37,6.949
2023-12-26 02:00:00,42764.61,9.064,2233.83,0.8713,112.93,6.718
2023-12-26 14:00:00,42214.12,8.687,2209.6,0.9501,107.01,7.398
2023-12-27 02:00:00,42413.6,8.54,2224.4,1.0428,111.4,7.191
2023-12-27 14:00:00,43050.73,8.831,2341.31,1.0409,108.94,7.26
2023-12-28 02:00:00,43013.27,8.5,2372.62,1.0162,103.65,7.854
2023-12-28 14:00:00,42600.0,8.459,2369.61,1.0078,100.63,7.966
2023-12-29 02:00:00,42519.8,8.48,2356.18,0.9953,108.08,7.711
2023-12-29 14:00:00,42010.62,8.228,2312.6,0.9767,105.36,7.706
2023-12-30 02:00:00,42043.15,8.4,2302.58,0.9774,104.47,7.705
2023-12-30 14:00:00,42349.19,8.293,2299.16,0.9635,103.38,7.498
2023-12-31 02:00:00,42299.07,8.34,2288.42,0.966,102.92,7.374
2023-12-31 14:00:00,42614.56,8.453,2297.83,1.0077,103.58,7.47
2024-01-01 02:00:00,42455.06,8.149,2283.85,0.963,102.7,7.273
2024-01-01 14:00:00,43196.33,8.567,2325.92,1.0009,107.79,7.551
2024-01-02 02:00:00,45380.41,8.665,2382.47,1.0166,113.91,7.602
2024-01-02 14:00:00,45134.0,8.487,2370.99,0.9793,109.0,7.308
2024-01-03 02:00:00,45370.0,8.549,2379.57,0.9869,109.91,7.335
2024-01-03 14:00:00,42461.01,7.697,2208.44,0.8569,97.42,6.362
2024-01-04 02:00:00,43130.54,7.693,2235.57,0.8672,100.51,6.555
2024-01-04 14:00:00,44272.02,7.928,2286.47,0.8841,104.27,6.601
2024-01-05 02:00:00,43876.98,7.663,2265.99,0.8642,101.72,6.576
2024-01-05 14:00:00,43628.47,7.323,2236.76,0.8355,98.43,6.28
2024-01-06 02:00:00,43494.54,7.004,2224.68,0.8027,92.51,6.057
2024-01-06 14:00:00,44009.01,7.244,2247.42,0.8327,95.87,6.367
2024-01-07 02:00:00,44073.88,7.269,2251.05,0.8391,94.94,6.427
2024-01-07 14:00:00,44103.43,7.182,2245.26,0.8308,94.38,6.2
2024-01-08 02:00:00,44049.14,6.943,2227.46,0.7799,89.99,5.925
2024-01-08 14:00:00,47199.69,7.473,2345.37,0.8335,99.22,6.205
2024-01-09 02:00:00,46830.3,7.479,2303.22,0.8216,101.7,6.124
2024-01-09 14:00:00,46673.2,7.064,2272.63,0.8005,100.12,5.858
2024-01-10 02:00:00,45906.09,7.102,2376.51,0.8227,98.34,6.026
2024-01-10 14:00:00,46317.64,7.189,2449.22,0.8587,97.39,6.293
2024-01-11 02:00:00,46103.88,8.106,2586.44,0.8975,99.87,6.618
2024-01-11 14:00:00,46441.59,8.164,2602.89,0.9215,100.09,6.796
2024-01-12 02:00:00,45914.83,8.05,2606.82,0.9108,98.42,6.732
2024-01-12 14:00:00,43284.91,7.74,2596.5,0.888,94.76,6.659
2024-01-13 02:00:00,43195.44,7.734,2557.23,0.8746,93.06,6.674
2024-01-13 14:00:00,42877.87,7.674,2565.86,0.8843,94.13,6.641
2024-01-14 02:00:00,43037.22,7.649,2551.64,0.8803,98.08,6.638
2024-01-14 14:00:00,42807.39,7.557,2516.97,0.8578,98.68,6.464
2024-01-15 02:00:00,42671.05,7.582,2510.13,0.8565,95.7,6.565
2024-01-15 14:00:00,42959.59,7.624,2537.97,0.8509,96.04,6.648
2024-01-16 02:00:00,42626.72,7.505,2524.27,0.8469,96.01,6.775
2024-01-16 14:00:00,43078.31,7.428,2559.87,0.8414,96.76,6.834
2024-01-17 02:00:00,42809.38,7.437,2560.15,0.8382,98.49,6.753
2024-01-17 14:00:00,42537.2,7.325,2530.72,0.817,99.9,6.791
2024-01-18 02:00:00,42853.36,7.343,2532.68,0.8158,100.99,6.676
2024-01-18 14:00:00,41236.13,6.947,2457.73,0.7892,94.25,6.363
2024-01-19 02:00:00,41365.13,7.021,2465.6,0.7857,94.6,6.324
2024-01-19 14:00:00,41572.79,6.803,2484.27,0.7588,92.76,6.29
2024-01-20 02:00:00,41659.43,6.92,2482.39,0.7758,92.35,6.546
2024-01-20 14:00:00,41600.82,6.834,2458.09,0.7746,92.11,6.459
2024-01-21 02:00:00,41576.5,6.86,2466.35,0.7885,91.93,6.429
2024-01-21 14:00:00,41631.26,6.875,2471.3,0.7919,92.27,6.444
2024-01-22 02:00:00,41081.11,6.737,2425.07,0.7756,89.43,6.284
2024-01-22 14:00:00,40170.4,6.422,2351.36,0.7521,85.21,6.087
2024-01-23 02:00:00,39896.9,6.39,2339.93,0.7551,84.22,6.04
2024-01-23 14:00:00,39117.64,6.239,2190.42,0.7076,81.45,5.689
2024-01-24 02:00:00,39883.85,6.364,2230.41,0.7228,85.4,5.782
2024-01-24 14:00:00,39791.29,6.348,2217.5,0.7324,86.08,5.811
2024-01-25 02:00:00,39974.01,6.495,2218.34,0.7297,88.05,5.809
2024-01-25 14:00:00,39813.3,6.422,2208.76,0.7293,86.76,5.711
2024-01-26 02:00:00,39971.19,6.382,2208.83,0.7335,87.32,5.744
2024-01-26 14:00:00,42057.21,6.682,2262.15,0.7576,92.76,5.928
2024-01-27 02:00:00,41703.16,6.574,2263.14,0.7595,91.45,5.893
2024-01-27 14:00:00,41845.01,6.683,2271.31,0.7828,93.11,5.973
2024-01-28 02:00:00,42470.46,6.738,2291.43,0.8006,95.88,6.014
2024-01-28 14:00:00,41999.67,6.634,2263.72,0.7929,95.74,5.961
2024-01-29 02:00:00,42218.48,6.87,2269.57,0.7915,97.55,6.01
2024-01-29 14:00:00,43062.27,7.124,2301.08,0.8065,100.7,6.078
2024-01-30 02:00:00,43365.05,7.006,2305.47,0.807,102.99,6.168
2024-01-30 14:00:00,43390.59,7.009,2372.19,0.814,105.25,6.285
2024-01-31 02:00:00,42942.38,6.852,2333.55,0.8126,100.61,6.221
2024-01-31 14:00:00,43376.46,6.836,2332.52,0.8064,101.0,6.11
2024-02-01 02:00:00,42131.48,6.631,2273.38,0.7768,94.82,5.985
2024-02-01 14:00:00,42860.91,6.773,2295.93,0.8058,96.68,6.012
2024-02-02 02:00:00,43149.78,6.847,2312.0,0.8187,100.33,6.114
2024-02-02 14:00:00,42965.57,6.932,2296.71,0.7989,98.91,6.084
2024-02-03 02:00:00,43066.84,6.894,2316.42,0.7926,99.25,6.154
2024-02-03 14:00:00,43047.42,6.879,2299.23,0.7884,97.76,6.131
2024-02-04 02:00:00,42792.07,6.741,2289.62,0.7749,97.01,6.033
2024-02-04 14:00:00,42642.69,6.716,2276.01,0.7766,96.36,5.985
2024-02-05 02:00:00,42769.57,6.835,2296.74,0.7775,96.58,6.012
2024-02-05 14:00:00,42727.29,6.776,2302.38,0.7852,96.08,6.017
2024-02-06 02:00:00,42757.49,6.708,2312.28,0.7844,95.32,6.118
2024-02-06 14:00:00,43111.65,6.743,2360.5,0.797,96.08,6.28
2024-02-07 02:00:00,42954.02,6.719,2364.32,0.793,95.86,6.25
2024-02-07 14:00:00,43588.11,6.9,2419.5,0.8275,97.61,6.405
2024-02-08 02:00:00,44482.45,6.917,2417.51,0.8311,100.83,6.35
2024-02-08 14:00:00,45251.51,7.038,2427.12,0.845,102.13,6.353
2024-02-09 02:00:00,46246.81,7.08,2450.64,0.8419,105.01,6.413
2024-02-09 14:00:00,47522.66,7.154,2493.53,0.843,105.71,6.554
2024-02-10 02:00:00,47339.07,7.186,2503.69,0.8546,108.85,6.642
2024-02-10 14:00:00,47389.98,7.19,2491.12,0.8473,109.08,6.624
2024-02-11 02:00:00,48314.08,7.3,2530.31,0.8627,109.56,6.646
2024-02-11 14:00:00,48281.22,7.198,2507.32,0.8454,108.12,6.725
2024-02-12 02:00:00,48209.85,7.073,2496.98,0.8287,105.73,6.587
2024-02-12 14:00:00,49889.12,7.299,2633.1,0.8771,110.23,6.856
2024-02-13 02:00:00,50114.31,7.405,2649.46,0.8735,114.13,6.799
2024-02-13 14:00:00,49008.66,7.233,2624.63,0.8556,111.2,6.668
2024-02-14 02:00:00,49695.39,7.608,2649.97,0.86,112.69,6.694
2024-02-14 14:00:00,51393.35,7.606,2750.62,0.8831,115.69,6.843
2024-02-15 02:00:00,52127.03,7.637,2785.6,0.8767,115.76,7.036
2024-02-15 14:00:00,51950.0,7.714,2818.71,0.8968,113.53,7.415
2024-02-16 02:00:00,51930.47,7.776,2833.28,0.9344,112.61,7.545
2024-02-16 14:00:00,51999.39,7.626,2780.69,0.93,109.48,7.421
2024-02-17 02:00:00,51979.4,7.619,2792.69,0.9488,109.88,7.464
2024-02-17 14:00:00,51323.93,7.522,2773.0,0.923,107.7,7.627
2024-02-18 02:00:00,51576.79,7.716,2790.87,0.9416,108.77,7.681
2024-02-18 14:00:00,51788.29,7.799,2827.84,0.9729,112.96,7.612
2024-02-19 02:00:00,52401.69,7.836,2925.34,0.992,112.89,7.722
2024-02-19 14:00:00,51812.34,7.734,2922.1,0.9804,111.71,7.6
2024-02-20 02:00:00,51938.96,7.929,2930.28,0.9858,110.73,7.588
2024-02-20 14:00:00,51511.54,7.52,2937.72,0.9634,106.35,7.381
2024-02-21 02:00:00,51626.22,7.386,2931.55,0.9733,104.99,7.258
2024-02-21 14:00:00,50916.21,7.351,2905.95,0.9225,101.78,7.158
2024-02-22 02:00:00,51723.58,7.461,2961.87,0.9565,104.24,7.432
2024-02-22 14:00:00,51595.73,7.576,2985.77,0.9759,104.25,7.464
2024-02-23 02:00:00,51238.32,7.428,2957.95,0.9901,102.8,7.162
2024-02-23 14:00:00,51082.05,7.548,2942.52,0.992,101.17,10.871
2024-02-24 02:00:00,50952.92,7.765,2947.27,1.0061,101.52,12.057
2024-02-24 14:00:00,51506.09,7.793,2983.43,0.996,103.58,11.111
2024-02-25 02:00:00,51708.26,7.752,3031.79,0.9789,103.14,10.475
2024-02-25 14:00:00,51563.49,7.774,3066.34,0.9756,103.09,10.732
2024-02-26 02:00:00,51442.86,7.851,3106.44,1.0026,103.86,10.616
2024-02-26 14:00:00,53865.46,8.001,3145.87,1.0494,109.25,10.456
2024-02-27 02:00:00,56221.57,8.069,3230.08,1.0495,111.05,10.721
2024-02-27 14:00:00,56965.67,8.193,3244.21,1.03,107.91,10.841
2024-02-28 02:00:00,57305.01,8.259,3266.84,1.0347,108.97,11.11
2024-02-28 14:00:00,61177.04,8.124,3316.4,0.985,112.88,10.511
2024-02-29 02:00:00,63123.59,8.666,3469.95,1.0382,123.02,10.924
2024-02-29 14:00:00,60838.39,8.464,3365.8,1.0203,127.78,11.392
2024-03-01 02:00:00,61735.51,8.437,3393.6,1.0202,133.49,11.009
2024-03-01 14:00:00,62155.1,8.381,3428.2,1.0159,132.44,11.624
2024-03-02 02:00:00,61944.1,8.912,3436.68,1.071,128.75,12.396
2024-03-02 14:00:00,62041.39,9.273,3429.49,1.097,130.24,12.547
2024-03-03 02:00:00,61926.36,9.119,3412.48,1.0889,129.49,12.498
2024-03-03 14:00:00,62815.13,9.574,3470.76,1.0795,130.75,12.644
2024-03-04 02:00:00,63606.16,9.854,3468.48,1.0956,129.02,12.438
2024-03-04 14:00:00,66500.02,9.864,3592.91,1.1412,130.48,12.299
2024-03-05 02:00:00,67236.1,10.316,3721.66,1.1318,130.97,13.107
2024-03-05 14:00:00,63419.18,9.76,3591.27,1.0689,132.39,13.228
2024-03-06 02:00:00,66210.21,9.834,3777.69,1.0637,131.84,14.72
2024-03-06 14:00:00,66983.61,10.269,3848.3,1.0807,129.72,15.769
2024-03-07 02:00:00,65960.54,10.361,3766.31,1.1182,138.99,14.913
2024-03-07 14:00:00,67795.06,10.497,3879.13,1.1648,148.08,14.76
2024-03-08 02:00:00,67483.09,10.457,3932.05,1.1674,145.67,15.008
2024-03-08 14:00:00,68836.52,10.556,3929.46,1.1324,147.7,14.595
2024-03-09 02:00:00,68668.49,10.782,3948.9,1.1406,149.03,14.754
2024-03-09 14:00:00,68450.48,10.527,3898.47,1.1333,145.7,14.256
2024-03-10 03:00:00,69439.33,10.475,3947.28,1.1857,147.69,14.249
2024-03-10 15:00:00,69383.64,10.252,3903.29,1.2181,144.69,14.025
2024-03-11 03:00:00,70478.89,10.484,3948.2,1.2118,145.14,14.201
2024-03-11 15:00:00,72748.01,11.187,4060.29,1.2117,147.08,14.108
2024-03-12 03:00:00,72191.74,10.808,4025.54,1.1968,153.04,14.204
2024-03-12 15:00:00,71581.12,10.736,3974.85,1.1777,149.39,13.924
2024-03-13 03:00:00,73060.42,11.051,4064.04,1.2136,152.35,14.597
2024-03-13 15:00:00,73235.38,10.981,4008.8,1.2795,160.17,14.168
2024-03-14 03:00:00,73475.21,11.154,3982.01,1.2381,169.13,14.15
2024-03-14 15:00:00,69996.56,11.053,3803.73,1.1897,163.6,13.558
2024-03-15 03:00:00,68344.95,10.817,3740.89,1.1528,177.43,13.179
2024-03-15 15:00:00,70266.29,10.91,3790.55,1.1537,188.47,13.217
2024-03-16 03:00:00,69253.12,10.67,3727.42,1.1476,191.54,12.953
2024-03-16 15:00:00,67477.58,10.006,3619.92,1.0677,185.07,12.298
2024-03-17 03:00:00,65109.86,9.371,3445.38,1.0203,181.44,11.609
2024-03-17 15:00:00,68189.13,10.139,3638.05,1.0803,196.0,12.566
2024-03-18 03:00:00,68418.68,10.197,3633.0,1.0806,201.7,12.53
2024-03-18 15:00:00,67122.91,9.75,3490.54,1.0188,199.53,11.728
2024-03-19 03:00:00,63945.57,8.957,3330.57,0.9379,181.0,10.74
2024-03-19 15:00:00,64760.75,9.187,3332.7,0.9683,181.47,11.3
2024-03-20 03:00:00,62154.25,8.952,3159.45,0.9619,169.56,10.848
2024-03-20 15:00:00,65608.07,9.256,3390.15,0.9877,183.88,11.459
2024-03-21 03:00:00,66999.41,9.316,3509.41,0.9927,189.99,11.871
2024-03-21 15:00:00,65194.85,9.143,3432.95,0.9799,177.93,11.778
2024-03-22 03:00:00,66295.74,9.322,3524.31,1.0098,179.34,12.105
2024-03-22 15:00:00,63523.87,8.838,3327.46,0.9709,171.21,11.635
2024-03-23 03:00:00,64512.39,9.068,3364.37,0.9814,176.06,11.851
2024-03-23 15:00:00,65376.6,9.17,3408.69,0.998,176.16,11.904
2024-03-24 03:00:00,64158.79,9.049,3325.76,0.9806,172.92,11.692
2024-03-24 15:00:00,65845.45,9.23,3384.85,0.995,176.36,11.873
2024-03-25 03:00:00,67140.17,9.436,3469.47,1.0204,188.64,12.163
2024-03-25 15:00:00,70647.57,9.718,3625.59,1.0487,191.08,12.564
2024-03-26 03:00:00,70849.6,9.989,3651.45,1.0735,195.01,12.821
2024-03-26 15:00:00,69835.89,9.561,3566.08,1.0365,188.38,12.608
2024-03-27 03:00:00,70061.98,9.62,3590.43,1.039,188.0,12.605
2024-03-27 15:00:00,68889.87,9.409,3492.89,1.0113,182.81,12.249
2024-03-28 03:00:00,70244.52,9.521,3569.35,1.0191,186.43,12.51
2024-03-28 15:00:00,70732.15,9.482,3566.4,1.0015,186.42,12.694
2024-03-29 03:00:00,70348.41,9.487,3569.75,0.9958,186.44,12.713
2024-03-29 15:00:00,69478.61,9.523,3490.05,0.9842,186.06,12.517
2024-03-30 03:00:00,70074.32,9.591,3505.05,0.991,198.25,12.63
2024-03-30 15:00:00,69829.2,9.436,3497.89,0.9825,193.94,12.729
2024-03-31 03:00:00,70290.51,9.553,3616.27,0.9952,195.42,13.213
2024-03-31 15:00:00,70910.72,9.556,3633.79,0.9995,199.58,13.024
2024-04-01 03:00:00,69728.15,9.344,3549.83,0.9721,199.03,12.498
2024-04-01 15:00:00,69098.23,9.075,3456.07,0.938,190.86,12.221
2024-04-02 03:00:00,66811.71,8.8,3381.26,0.9219,185.07,11.655
2024-04-02 15:00:00,66006.66,8.603,3279.53,0.9059,185.69,11.388
2024-04-03 03:00:00,66477.69,8.732,3320.47,0.9161,190.69,11.179
2024-04-03 15:00:00,65799.17,8.444,3315.57,0.89,185.37,10.849
2024-04-04 03:00:00,66046.28,8.494,3329.61,0.8955,185.3,11.054
2024-04-04 15:00:00,68619.66,8.583,3372.8,0.9128,186.74,11.115
2024-04-05 03:00:00,67014.31,8.257,3285.93,0.8842,174.49,10.708
2024-04-05 15:00:00,67714.98,8.403,3330.35,0.8899,175.64,10.938
2024-04-06 03:00:00,68079.5,8.439,3337.16,0.8982,177.52,11.065
2024-04-06 15:00:00,68340.0,8.422,3352.83,0.8954,177.41,11.195
2024-04-07 03:00:00,69347.78,8.623,3387.6,0.9008,179.67,11.237
2024-04-07 15:00:00,69387.08,8.594,3385.31,0.9086,178.45,11.272
2024-04-08 03:00:00,69931.09,8.648,3434.67,0.8988,176.95,11.435
2024-04-08 15:00:00,71916.42,8.985,3694.95,0.943,180.31,11.673
2024-04-09 03:00:00,70918.08,8.957,3657.52,0.9351,176.73,11.456
